Series Name,Series Code,Country Name,Country Code,1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219430038.452148,231996704.101563,240751144.40918,257784881.591797,258774475.097656
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1009723326.31511,1186628778.51429,1344664724.66283,1414951290.06682,1450647019.18099,1506914407.82047,2133692696.74857,2164298425.48412,1847353211.3475,1944876755.00708,2091726101.43014,2132087009.28942,2071996564.05296,2032347664.94993,1985922775.53351,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,5206437193.80413,4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071097.08417,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9780863578.97688
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,1076122279.04023,1462904818.06588,1880850431.39124,2134513096.5249,2181934976.44915,2653485892.62519,2856889220.42679,3224265890.42568,3263363787.16599,3558143578.02377,4040341982.72124,4421952040.85209,4187375953.6973,4169672974.84855,4343708953.07389,4663321081.4445,4613637274.93505,4841310239.63687,5816559038.54545,6578840418.9215,6488743193.07147,7028810680.89077,8150150209.22501,9990356673.73497,9128843109.15588,10003670690.3497,11518413429.9684,11668696396.7887,12292974141.4044,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484357947.9086,12948726653.811
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,195241069482.077,134556034672.991,147542558208.888,181611150496.787,221403098266.77,261253675692.838,313139656145.745,363157832923.734,530160763983.506,553618247900.74,380157469866.849,432157945024.428,523449530464.257,557461102630.658,631249359702.389,742061329643.37,796064590656.176,810666116505.478,765549967888.647,819459227375.022,917571853345.583,1020265057698.51,1102355554788.94,1161553459894.8,943437415098.633,1105424238889.37,1229013703255.77,1255110424741.85,1327436290360.97,1364507717463.67,1213294467527.59,1112233497399.12,1190721475958.84,1256300182983.65,1305212479961.59,1120741118380.27,1312557512901.28,1465854089286.47
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,..,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,416000000,408000000,406000000,424000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,6054824248.24221,5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9399833207.49341,7798692878.40136,7982450758.03213,9519053158.46404,11253727815.4762,11735774634.4239,11531967881.0624,13692230147.0588,14508333280.4233
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,1082867507.33142,1515234743.47367,1839081463.27676,2000704744.91538,2010083833.1726,2481307077.10989,2480540845.33242,2737049230.70442,2574494355.73357,2720332134.53623,3130309995.30848,3137886994.52207,2840195190.36905,2934593467.68589,2907118641.17756,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7069353073.08882,6261649890.82388,6465645584.94877,6431271365.08338,7182444409.54069,7383944044.17,6739645416.47916,8626081320.50612,8784002931.68665
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440204.84738,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,5623216608.04288,4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471626.3963
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142983843.4912,4544428421.49513,4087526241.81268,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,14991283215.7408,19462085540.2231,21765195948.189,25705296183.5037,26314313191.1826,30179954774.9899,32285573573.9185,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161571527.6353,39147844526.0838,46497608724.9865,46266428648.1433,43017455401.8445,43831480207.6444,47077192187.6418,58029363354.2757,66114145451.0067,68852658068.6673,75883823300.8545,86947913286.728,101822906949.063,101154952240.881,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,141817797083.468,130912558829.84
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,..,..,..,..,..,3854856434.58062,2798696511.18156,2883161897.42651,2958108170.32061,3061646173.73938,4030146134.5706,4873663774.93019,5551118148.73836,6285219691.22462,5930685214.61595,5650154067.10346,5950769426.60213,6583526860.58062,7937255565.35765,8868504899.94673,9509835536.93373,10811456005.9405,12920340964.6544,12263894790.0125,11411894723.864,14619279988.716,16688114144.0745,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358750.6113,15512759174.573,14235420505.2904,16168056388.9101,18406835954.6695
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,1478908160.24784,1582873764.46786,1562448083.11731,1541088316.97373,2013448239.56823,2115193503.48126,2069832686.98061,2411552296.53428,3163020043.89081,4432257187.49862,5289174927.11524,6123556701.03251,4722288502.3,6459461639.30243,8486832800.88498,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937796641.7889,60269732882.8413,65446196919.6813,59687411768.8224,63216143490.1423,66055090634.4518,67855845007.3168,75072038085.8542,79045695084.5069,66262813093.4824,62263466263.7375
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,1608237350.39878,1809048527.15411,2300068217.01809,2495094746.44024,2535135797.58392,2789921853.37652,2996869281.48364,3429521699.4026,3251188833.14533,3666503529.62911,3978514206.31168,3989163196.56767,4154989950.00393,3873109865.55683,3868551730.39163,3922232164.83175,3557341215.15159,3349169826.38896,4926439383.51425,6609205994.77406,7248374837.72056,8001779551.06323,8839536475.99963,8607431497.49471,8938847189.07592,11431412421.1316,12523359440.5499,13042053591.6857,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153160.466,13682018827.0434,12541928102.7657,10583748541.5258,12446290854.8973,12914932655.685
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47562844.6104251,65071879.7787162,101055722.95058,94385014.9425842,99149244.4001333,84863440.5801997,97541943.0355053,109355638.866955,130995566.30391,125160115.547819,124685688.161094,145536615.893046,151647846.128953
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,2619913955.51556,2850782092.69387,2957255379.54315,3487009748.35638,3525225832.99053,3627560281.90505,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258415.25477,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573872273.8375,21703100747.4797,22162205046.022,22731612827.0632,24360801337.6944,24524109483.5293,28971588880.3546,33111525183.2178,34186180695.9969,33433659223.6349,36924841428.7182,40828247303.5337
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,447049523049.808,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,848558887541.179,951869997864.062,871518638049.218,847380859016.668,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,909793466661.481,1029678338329.44,1009398719033.08
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,854820893.577136,1201321513.76667,1488093101.50275,2072775508.14796,2185082938.93078,2529440424.16648,2653780672.09555,2923883281.08579,2822243780.97543,3038728384.86634,3628440505.14193,3606968435.99917,3291131281.04099,3556304832.68104,3647802049.80911,3420032041.07385,3297734891.14661,3740056747.71979,4915353827.10576,5895008977.9531,6238629487.01331,6979155387.86792,8819917180.34265,9067619760.07073,8704438102.20142,9364350076.91225,10351448004.7674,9659151917.40484,10151382933.1594,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206556258844.567,211886686924.483,213091987153.092,212569779569.519,255551704625.831,248101705541.399
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,..,..,..,2588999218.76,1013211920.5298,1009455483.87097,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389973489.86032,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321324279.14826,6763418645.81377,7423365339.17706,8496948362.72092,8298736418.16444,8758619000.75242,9774319976.77873,10531980241.4474,10982995267.0341,11880434070.7811,12756685522.4807,13286101284.7856,13785924374.2151,13025234958.647,12699028991.3771,12678162403.5929,14145880399.1935,15671583939.9889
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,1440581652.39853,1904096998.30009,2233006104.92776,2280356192.76273,2179567114.33391,3512356507.88599,3285796874.97125,3386232579.22522,3052673849.25181,1938058175.21399,2302537562.24406,2405686940.0464,2290318910.20658,2643363518.99272,2537789820.69295,2241753192.81158,2448714703.96617,2782192878.67204,3394084732.49543,3760443737.53797,4383315964.58718,4756361252.37923,5731485051.79069,7297600226.00536,7352131309.73341,7851192502.30917,8772950777.79176,9426912647.59111,10224897437.8648,10862943543.5419,9683867926.44282,10398861981.7583,11185104251.6785,12837307496.8797,12889555561.304,13744653102.9945,14915002435.9913,15342278919.4009
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,73745821158.2254,54805852580.9129,52676041931.1087,49648470440.4593,44003061108.4005,54035795387.8086,59526833412.3581,52058181853.8055,56721051402.4732,80399613063.6364,140919776986.364,185730236700,200850397618.182,218416200672.727,59145077039.1437,69171451627.2465,73557840064.489,95054059302.6995,104738954264.226,135764731645.611,175670569969.346,238454997161.48,278260846800.103,339476276257.793,295008835380.997,366990417129.04,414466676831.16,463971018239.281,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,474517491092.913,432198898221.967,440838992188.478,472624597402.898
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,..,..,..,..,..,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559608639.98379,4707041315.24202,4642021256.30689,3912986090.97363,3765745023.2074,3863619284.77939,3772859034.20508,3709636030.66578,4018365747.00972,4946296599.08467,5682784471.69722,6258602872.67898,6861226971.55617,8336474973.72949,9909552434.51136,9401736825.42688,9407170321.37752,10494626767.6445,9745261300.57788,10817702346.0674,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12363580534.6811,13998355971.3044,13563132102.1663
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,65416879914.3907,78693118044.0045,94229907235.6215,101900260856.222,102633934390.615,119791843059.572,121872464483.487,130838040067.584,120579213712.804,127131319428.701,152029612324.788,163520109150.671,161356631888.484,154230295158.447,162383706021.13,171457201935.968,174239354070.977,195914852576.467,229385469337.024,265268662473.297,309978579743.888,346915160681.708,402643260487.572,464917553191.489,387976400617.019,431052143940.438,501360549669.404,512777309840.997,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,593348981537.661
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,10005645420.4606,7324167369.14305,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914694.4083,15593456176.8531,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,42085379453.8362,60905452535.7607,48388363589.0767,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909397659.2978,88191977373.212,114667360208.062
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,31144920844.3272,31899070055.7967,33351529274.6869,38472742808.3167,40171106279.0078,40010423970.4576,45625336680.2047,48884671947.4657,51809999353.1614,52293470813.1336,60636071684.1918,63320170084.4076,62433340468.0228,62191955814.3478,62973857068.5113,99484802344.5277,97145618479.9038,97923302809.3537,112371913740.823,132216048339.413,145208562960.767,161871385506.36,184140869997.46,202203748583.854,187337783856.466,196709621849.586,230586581059.665,250106966104.704,258657231672.412,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374697366359.244
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,288546281.25,281970375,257885921.875,232903015.625,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900,67406738100,76522511800
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,2423339171.50015,2647995602.28698,3143851794.08723,3656177880.70625,3546472565.69364,3219729083.06487,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911040.70193,9545028944.34579,11670892800.5309,11619456449.266,14250786674.7766,17985138065.8549,21295168665.7247,21261338064.8783,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24751066910.5409,23848445103.9227,26113333244.5115,31603619041.7903
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,3282449235.76129,3723993942.79088,3971044723.8024,4255683528.33333,4757732199.96213,5812114523.01187,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5456,22355151161.994,27260886405.2263,33756238766.5,33271921136.315,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41722295229.2279
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,15044388198.1818,21777475654.2857,36533467759.4118,15439408447.2,22499558526.3682,26410386962.8019,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147527631520.729,171761737046.585,192650021648.583,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228325821196.153,201947615138.567,223717799056.526,242631573320.79
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,34961486348.2382,33987207294.9432,37791488666.0743,43152128958.6116,48513773720.673,50508286641.5746,51784144942.727,60422328242.1803,62036529147.1831,73159336915.2718,84644328727.4825,94648084429.0341,94106317565.0846,74492416329.9142,85640171045.1254,83669788254.7279,78921234457.5487,84307345887.543,87039092974.2272,95001999685.3314,107419977318.166,127652926368.069,155980408673.403,181624626327.361,175974755881.372,208368893151.144,234216730295.938,261920540972.102,283902828581.65,297483555344.802,306445871246.718,318627003012.52,328480736798.792,346841896583.515,376823402244.928,361751145451.597,394087359844.049,404284326110.463
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,..,..,..,..,..,65977748210.5263,85500935934.9901,94337050693.2727,96043157272.862,110803635287.621,142293781028.568,160193242090.427,159358178533.659,174685791563.561,170030662134.734,172220451786.957,190905493539.168,199070448694.9,217828661056.935,255107252158.631,306145944824.93,344626667414.292,429020755432.721,533599779515.715,439731589139.212,475696613935.595,524374183218.309,495230523665.901,515761954074.157,539080475073.719,477111287969.227,470024559642.469,524641206566.631,588779850758.053,596058473058.766,599442783598.064,681346136411.701,688125010520.52
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,27115807742.0873,38745901353.7059,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238113003233.284,245117990242.248,216224240577.957,226433858005.714,229901964221.884,199394066525.44,206426152308.931,221357874718.93,242313116577.967,239986922638.902,229031860520.777,255534839405.899,255196660987.427
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106368900000,113434800000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,6153296456.04396,5053021950.54945,5446428681.31868,6038187032.96703,6487912087.91209,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179732009554.846,236258302839.653
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,..,..,38067567567.5676,40424528301.8868,41450777202.0725,38247882300.4904,28850634899.856,25121666666.6667,26361160449.9704,30072805104.2542,37430162102.6125,36937074278.3004,35575214078.2428,41696091973.7076,35953156753.739,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,214317202478.266,174102268534.84,170029359010.667,192613579705.885,179132893143.417,189789258566.244,199713780259.318,177883883008.747,185287630540.431,210147163769.848,243316029944.056,251017797625.017,251362514349.697,285810244501.933,300691354864.855
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,..,..,..,554828660436.137,506631299734.748,517014446227.929,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1660848058303.11,1222645900055.7,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089,1657328773461.31,1693115002708.32,1493075894362.14,1836892075547.52,2240422427458.58
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,1715626330.59472,1944710683.87148,2157432667.61598,2395492686.78165,2405022593.05165,2550185679.08109,1911600236.67461,2029026961.55894,1971525711.83511,753636370.454545,1293535193.49248,1382334879.40812,1851558197.31088,1989343546.17594,2157240525.97173,2068955252.83541,1966719933.25386,1966111528.56793,2138354521.02184,2376642785.76983,2933999088.59914,3319974269.10464,4070746222.26691,5180228095.99803,5674899033.27806,6125216482.26839,6885492660.83242,7655465589.74669,7820741499.0814,8239766320.0954,8544621756.79813,8696069807.42495,9252834120.39358,9636254325.02444,10346326599.029,10172303393.0612,11054517345.7109,13311487445.0686
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,95572172.9835657,100947848.64478,111713922.141578,133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907868.772424,285475591.89651,269485244.15511,255408060.259486,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881191949.98998,1813717694.56092,1604701051.1653,1678741201.5731,1673910988.24105,1419400403.82788,1468342430.7393,1528621195.4832,1655354303.86998,1616188702.33964,1541247883.99351,1855382833.1165,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,188021165.00338,200668065.03175,190021192.489536,226455001.243083,229371348.202606,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976064.479214,471229484.607144,524402450.755612,542686976.457587
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,103897892810.979,86962013010.5552,85695941760.0451,88256162068.9725,95344352823.6969,117630261604.888,132223257865.578,137087867284.342,132967891655.205,135174876355.656,143343025756.299,158662377388.989,165963594803.636,146775428759.278,161717040000,189514910222.667,184137517724.863,189605920240.516,215807655244.424,258742263029.008,328459700124.064,376900135720.729,415964583059.205,519796738631.128,429097899279.013,528207298529.872,676634577273.045,741849984943.256,753864543430.248,766605946720.427,669484381328.891,665999879694.192,714994694991.651,846583791842.629,838564705295.139,734271183944.989,874156115900.131,1108571517285.38
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,3818944917.56713,5392093445.51053,6487353102.81483,6418419388.63499,6366039372.53683,7390967360.42121,7255210469.51743,7769817839.95644,7367986241.21869,5034588195.55806,6326342633.4034,6559712165.96508,6041478725.90443,6505607909.05324,6592834932.80876,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,16853989627.548,16145867494.9405,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27569136729.9023,27684264748.2324
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960546471.3782,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062202418.8864,39655949731.3816,40692661657.284,44179075778.9267,50640662859.4987,51514242938.6734,53356484591.4378,63101069561.2193,63563401043.5044
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,179691482.681002,221147061.34835,265212956.902919,301985618.111561,324333366.456377,392163560.879912,398307169.860405,461409398.855893,504230620.551871,517570058.151034,540733047.733048,535250347.089479,598966982.350186,647287375.762528,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,851064347.087496,981917973.654922,1059249931.66967,1089880685.4713,1324915185.0959,1387576450.14334,1391427967.33495,1458954073.30681,1529773473.31153,1588050311.16454,1645090567.04612,1183515314.03478,1286687308.25807,1588438144.37685
